timestamp_utc,type,tx_hash,from,to,contract,amount_raw,notes
2025-10-15 17:08:45 UTC,tx_confirmed,0x1a48fe0c657f7a58a376900fa218bfa843eb1f1bf2eb5357e076ac91db9f97e4,0x8b0a035ef278b50817be98eb4a00504fdd9bf76f,0x3c499c542cef5e3811e1192ce70d8cc03d5c3359,0x3c499c542cef5e3811e1192ce70d8cc03d5c3359,,Block 77721706
2025-10-15 17:08:45 UTC,token_transfer,0x1a48fe0c657f7a58a376900fa218bfa843eb1f1bf2eb5357e076ac91db9f97e4,0x8b0a035ef278b50817be98eb4a00504fdd9bf76f,0x273a23b0df2974075d4351d8447e93274e739cdd,0x3c499c542cef5e3811e1192ce70d8cc03d5c3359,80000000,
