timestamp_utc,type,tx_hash,from,to,contract,amount_raw,notes
2025-10-19 15:29:33 UTC,tx_confirmed,30fee4140b1bf956c98e44dc858c227eee5749cc635446b675103334bfea1668,TTCzLYpezb3S6Kuhk79JxULEfxrsm8EyFd,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,,Block 76742339
